Neuron 1,Neuron 2,Type,Nbr
RIMR,RMDR,Sp,1
RIS,RMDR,Rp,1
RIS,RMDR,S,1
RIS,RMDR,Sp,3
RIVR,RMDR,Sp,1
RMDDL,RMDR,R,1
RMDL,RMDR,Rp,1
RMDL,RMDR,Sp,3
RMDVR,RMDR,EJ,1
RMFL,RMDR,Sp,3
RMGL,RMDR,S,1
RMGL,RMDR,Sp,2
RMGR,RMDR,Sp,2
RMHL,RMDR,Sp,1
URBR,RMDR,Sp,1
URXR,RMDR,Sp,1
CEPDL,RMDVL,S,1
CEPDL,RMDVL,Sp,2
IL1DL,RMDVL,Sp,4
IL1L,RMDVL,Sp,4
IL1R,RMDVL,Sp,1
OLLL,RMDVL,Sp,1
OLQVR,RMDVL,Sp,4
RIAL,RMDVL,S,1
RIAL,RMDVL,Sp,8
RIAR,RMDVL,Sp,12
RMDDR,RMDVL,Rp,6
RMDDR,RMDVL,S,1
RMDDR,RMDVL,Sp,11
AVER,RMDVL,EJ,1
OLQDL,RMDVL,EJ,1
RMDDL,RMDVL,EJ,1
RMDL,RMDVL,EJ,1
RMDVR,RMDVL,EJ,1
SAAVL,RMDVL,EJ,1
SMDVL,RMDVL,EJ,1
RMGL,RMDVL,Sp,3
URAVR,RMDVL,Sp,1
URYDL,RMDVL,S,2
URYDL,RMDVL,Sp,4
URYVR,RMDVL,S,1
URYVR,RMDVL,Sp,3
CEPDR,RMDVR,Sp,2
IL1DR,RMDVR,Sp,5
IL1L,RMDVR,Sp,2
IL1R,RMDVR,Sp,4
OLLR,RMDVR,Sp,3
OLQVL,RMDVR,S,1
OLQVL,RMDVR,Sp,3
RIAL,RMDVR,S,2
RIAL,RMDVR,Sp,9
RIAR,RMDVR,S,1
RIAR,RMDVR,Sp,9
RIVR,RMDVR,Sp,1
RMDDL,RMDVR,R,1
RMDDL,RMDVR,Rp,3
RMDDL,RMDVR,Sp,7
AVEL,RMDVR,EJ,1
AVER,RMDVR,EJ,1
OLQDR,RMDVR,EJ,1
RMDDR,RMDVR,EJ,1
RMDR,RMDVR,EJ,1
RMDVL,RMDVR,EJ,1
SAAVR,RMDVR,EJ,1
SMDVR,RMDVR,EJ,1
RMGR,RMDVR,Sp,5
SIBDR,RMDVR,Rp,1
SIBVR,RMDVR,Rp,1
URADR,RMDVR,Sp,1
URYDR,RMDVR,S,1
URYDR,RMDVR,Sp,4
URYVL,RMDVR,Sp,2
IL2DR,RMED,Sp,1
RIBL,RMED,Rp,1
RIBR,RMED,Rp,1
IL1VL,RMED,EJ,1
RIPL,RMED,EJ,1
RIPR,RMED,EJ,1
RMEV,RMED,EJ,2
SMBDL,RMED,Sp,3
SMBDR,RMED,Sp,4
URADR,RMED,Sp,1
IL1R,RMEL,Sp,2
IL2DL,RMEL,Sp,4
IL2DR,RMEL,Sp,2
IL2R,RMEL,Sp,2
IL2VL,RMEL,S,1
IL2VL,RMEL,Sp,1
IL2VR,RMEL,Sp,3
OLLL,RMEL,Sp,2
RIGL,RMEL,EJ,1
RMEV,RMEL,EJ,1
URADL,RMEL,Sp,1
URAVL,RMEL,Sp,1
IL1L,RMER,Sp,1
IL1VR,RMER,Sp,1
IL2DL,RMER,Sp,3
IL2DR,RMER,Sp,2
IL2L,RMER,Sp,2
IL2VL,RMER,Sp,4
IL2VR,RMER,Sp,2
OLLR,RMER,Sp,2
OLQVR,RMER,Sp,1
RIH,RMER,Sp,2
RMDL,RMER,Sp,1
RMEV,RMER,EJ,1
RMHR,RMER,Sp,1
URADR,RMER,Sp,1
URAVL,RMER,Sp,1
URAVR,RMER,Sp,2
IL2DR,RMEV,Sp,1
IL2L,RMEV,Sp,2
IL2R,RMEV,Sp,1
IL2VL,RMEV,Sp,1
IL2VR,RMEV,Sp,3
RIH,RMEV,Sp,1
RIVR,RMEV,S,1
AVEL,RMEV,EJ,1
AVER,RMEV,EJ,1
IL1DL,RMEV,EJ,1
IL1DR,RMEV,EJ,1
RMED,RMEV,EJ,2
RMEL,RMEV,EJ,1
RMER,RMEV,EJ,1
SMBVL,RMEV,S,1
SMBVL,RMEV,Sp,4
SMBVR,RMEV,Sp,3
SMDDR,RMEV,R,1
URAVL,RMEV,Sp,2
URAVR,RMEV,Sp,2
AVKL,RMFL,Rp,4
AVKR,RMFL,Rp,4
AVKR,RMFL,Sp,1
DVC,RMFL,Sp,2
RIGL,RMFL,Sp,1
RIGR,RMFL,R,1
RIMR,RMFL,Sp,1
RMDL,RMFL,Sp,1
RMDR,RMFL,Rp,3
URBR,RMFL,EJ,1
RMGR,RMFL,Rp,1
SAADR,RMFL,Sp,1
SDQL,RMFL,Sp,1
AVKL,RMFR,Rp,3
AVKL,RMFR,Sp,1
AVKR,RMFR,Rp,3
DVC,RMFR,Sp,4
RICL,RMFR,Sp,1
RIML,RMFR,Sp,1
RIMR,RMFR,Sp,1
RMDL,RMFR,Rp,2
SAAVL,RMFR,Sp,2
ADAL,RMGL,Rp,1
ADEL,RMGL,S,1
AIAL,RMGL,S,1
AIBR,RMGL,R,1
ALML,RMGL,Rp,1
ALML,RMGL,Sp,1
ALNL,RMGL,Rp,1
ASHL,RMGL,Rp,1
AVAL,RMGL,Rp,1
AVBR,RMGL,Rp,2
AVEL,RMGL,Rp,2
CEPDL,RMGL,Rp,1
CEPDL,RMGL,S,1
CEPDL,RMGL,Sp,3
RID,RMGL,Rp,1
RMDL,RMGL,Rp,1
RMDR,RMGL,R,1
RMDR,RMGL,Rp,2
RMDVL,RMGL,Rp,3
ADLL,RMGL,EJ,1
ASHL,RMGL,EJ,1
ASKL,RMGL,EJ,1
AWBL,RMGL,EJ,1
IL2L,RMGL,EJ,1
RMHL,RMGL,EJ,3
URXL,RMGL,EJ,1
RMHR,RMGL,Rp,1
RMHR,RMGL,Sp,1
SAADR,RMGL,S,1
SIAVL,RMGL,Rp,1
SIBVL,RMGL,Rp,2
SIBVR,RMGL,Rp,1
SMBVL,RMGL,R,1
SMBVL,RMGL,Rp,1
URXL,RMGL,Rp,1
URXL,RMGL,S,2
ADAR,RMGR,Rp,1
AIMR,RMGR,Rp,1
AIMR,RMGR,S,1
AIMR,RMGR,Sp,1
ALNR,RMGR,Rp,1
ASHR,RMGR,Rp,1
ASHR,RMGR,Sp,2
AVAR,RMGR,Rp,1
AVBR,RMGR,Rp,1
AVDL,RMGR,Rp,1
AVER,RMGR,Rp,3
AVJL,RMGR,Rp,1
CEPDR,RMGR,S,1
HSNR,RMGR,Sp,1
RIR,RMGR,Rp,1
RMDL,RMGR,Rp,4
RMDR,RMGR,Rp,2
RMDVR,RMGR,Rp,5
RMFL,RMGR,Sp,1
ASHR,RMGR,EJ,1
ASKR,RMGR,EJ,1
AWBR,RMGR,EJ,1
IL2R,RMGR,EJ,1
RMHR,RMGR,EJ,1
URXR,RMGR,EJ,1
SAADL,RMGR,S,1
URXR,RMGR,Rp,1
URXR,RMGR,S,1
ADEL,RMHL,Sp,1
CEPDR,RMHL,Sp,4
CEPVL,RMHL,Sp,1
IL1R,RMHL,Sp,1
RIGR,RMHL,Sp,4
RMDR,RMHL,Rp,1
RMGL,RMHL,EJ,3
SIBVR,RMHL,EJ,1
SDQR,RMHL,Sp,2
ALNR,RMHR,Sp,1
CEPDL,RMHR,S,1
CEPDL,RMHR,Sp,3
CEPDR,RMHR,Sp,1
CEPVR,RMHR,Sp,2
OLQDR,RMHR,Sp,1
RIGL,RMHR,Sp,3
RMER,RMHR,Rp,1
RMGL,RMHR,Rp,1
RMGL,RMHR,Sp,1
RMGR,RMHR,EJ,1
SDQR,RMHR,Sp,1
AIBL,SAADL,Rp,1
AIBL,SAADL,Sp,2
AIBR,SAADL,Sp,1
AVAL,SAADL,Rp,6
AVKR,SAADL,Sp,1
BDUL,SAADL,Sp,1
RIML,SAADL,R,1
RIML,SAADL,Rp,2
RIMR,SAADL,R,1
RIMR,SAADL,Rp,5
RIVR,SAADL,S,2
RMGR,SAADL,R,1
SMBDL,SAADL,EJ,1
SMBVL,SAADL,S,3
AIBL,SAADR,Sp,2
AIBR,SAADR,R,1
AVAR,SAADR,Rp,3
AVKL,SAADR,S,1
DVA,SAADR,Sp,1
OLLL,SAADR,R,1
RIAR,SAADR,Sp,1
RIML,SAADR,R,1
RIML,SAADR,Rp,3
RIML,SAADR,S,1
RIMR,SAADR,R,2
RIMR,SAADR,Rp,3
RIVL,SAADR,S,3
RMFL,SAADR,Rp,1
RMGL,SAADR,R,1
RMDDR,SAADR,EJ,1
SMBVR,SAADR,S,4
AIBL,SAAVL,Rp,1
ALNL,SAAVL,Rp,1
ALNL,SAAVL,Sp,3
AVAL,SAAVL,R,1
AVAL,SAAVL,Rp,16
DVA,SAAVL,Sp,1
OLLR,SAAVL,Rp,1
RIML,SAAVL,Rp,2
RIML,SAAVL,Sp,3
RIMR,SAAVL,Rp,12
RIMR,SAAVL,S,1
RIMR,SAAVL,Sp,2
RMFR,SAAVL,Rp,2
RMDVL,SAAVL,EJ,1
SMBVR,SAAVL,EJ,3
SMBDR,SAAVL,S,3
SMDDR,SAAVL,Rp,8
ADER,SAAVR,S,1
ALNR,SAAVR,Sp,2
AVAR,SAAVR,R,4
AVAR,SAAVR,Rp,9
DVA,SAAVR,Sp,1
RIML,SAAVR,Rp,5
RIML,SAAVR,S,2
RIMR,SAAVR,Rp,2
RIMR,SAAVR,Sp,3
RMDVR,SAAVR,EJ,1
SMBVL,SAAVR,EJ,2
SMBDL,SAAVR,S,1
SMBDL,SAAVR,Sp,1
SMDDL,SAAVR,Rp,6
AVAR,SABD,Sp,1
AVDL,SABD,S,1
AVDL,SABD,Sp,1
AVDR,SABD,Sp,1
AVEL,SABD,Sp,6
AVER,SABD,Sp,2
AVL,SABD,S,1
AVL,SABD,Sp,4
DVA,SABD,Sp,1
HSNR,SABD,S,1
AVAL,SABD,EJ,4
AVAR,SABVL,S,1
AVAR,SABVL,Sp,2
AVDL,SABVL,Sp,1
AVDR,SABVL,Sp,3
AVEL,SABVL,Sp,7
AVER,SABVL,Sp,3
AVJR,SABVL,Sp,1
AVL,SABVL,Sp,4
HSNL,SABVL,Sp,2
AVAR,SABVL,EJ,3
AVDL,SABVR,Sp,1
AVDR,SABVR,Sp,1
AVEL,SABVR,Sp,3
AVER,SABVR,Sp,3
AVL,SABVR,Sp,3
HSNR,SABVR,Sp,1
AVAL,SABVR,EJ,1
AVAR,SABVR,EJ,1
AIBR,SDQL,Rp,1
ALML,SDQL,Rp,1
ALML,SDQL,Sp,1
AVAL,SDQL,R,1
AVAL,SDQL,Rp,1
AVAR,SDQL,Rp,3
AVEL,SDQL,Rp,1
BDUR,SDQL,Sp,1
FLPL,SDQL,Rp,1
RICR,SDQL,Rp,1
RIS,SDQL,R,2
RIS,SDQL,Rp,1
RMFL,SDQL,Rp,1
SDQR,SDQL,EJ,1
ADLL,SDQR,Rp,1
AIBL,SDQR,Rp,2
AVAL,SDQR,Rp,2
AVBL,SDQR,R,2
AVBL,SDQR,Rp,4
AVBR,SDQR,Rp,4
DVA,SDQR,Rp,3
RICR,SDQR,Rp,1
RMHL,SDQR,Rp,2
RMHR,SDQR,Rp,1
AVAL,SDQR,EJ,1
AVBL,SDQR,EJ,1
RIVL,SDQR,EJ,2
RIVR,SDQR,EJ,2
SDQL,SDQR,EJ,1
SIBVL,SDQR,EJ,1
ALMR,SIADL,Sp,1
CEPDR,SIADL,S,1
RIAL,SIADL,Sp,2
RIAR,SIADL,Sp,1
RIBL,SIADL,EJ,1
ADEL,SIADR,Sp,1
CEPDL,SIADR,S,1
CEPDL,SIADR,Sp,1
RIAR,SIADR,Sp,1
RIBR,SIADR,EJ,1
CEPVL,SIAVL,S,1
CEPVL,SIAVL,Sp,1
RIAR,SIAVL,Sp,1
RIVR,SIAVL,Sp,2
RMGL,SIAVL,Sp,1
RIBL,SIAVL,EJ,1
URBL,SIAVL,Sp,1
AVKL,SIAVR,Sp,1
CEPVR,SIAVR,Sp,2
RIVL,SIAVR,Sp,2
RIBR,SIAVR,EJ,1
URBR,SIAVR,Sp,2
URXR,SIAVR,Sp,1
OLQVL,SIBDL,Sp,3
RIBL,SIBDL,EJ,1
SIBVL,SIBDL,EJ,1
ADEL,SIBDR,Sp,1
OLQVR,SIBDR,Sp,4
RMDVR,SIBDR,Sp,1
AIML,SIBDR,EJ,1
RIBR,SIBDR,EJ,1
SIBVR,SIBDR,EJ,1
URYVR,SIBDR,Sp,1
AVM,SIBVL,Sp,1
OLQDL,SIBVL,Sp,3
RMGL,SIBVL,Sp,2
AVBL,SIBVL,EJ,1
AVBR,SIBVL,EJ,1
RIBL,SIBVL,EJ,1
SDQR,SIBVL,EJ,1
SIBDL,SIBVL,EJ,1
URYVR,SIBVL,Sp,1
OLQDR,SIBVR,Sp,2
RMDVR,SIBVR,Sp,1
RMGL,SIBVR,Sp,1
RIBL,SIBVR,EJ,1
RIBR,SIBVR,EJ,1
RMHL,SIBVR,EJ,1
SIBDR,SIBVR,EJ,1
URYVL,SIBVR,Sp,1
AIZL,SMBDL,S,1
AIZL,SMBDL,Sp,8
ALNR,SMBDL,Sp,2
AVAR,SMBDL,Rp,1
AVHR,SMBDL,Sp,1
AVKR,SMBDL,S,1
AWBL,SMBDL,Sp,1
DVA,SMBDL,Sp,3
RICL,SMBDL,Sp,2
RMED,SMBDL,Rp,3
SAAVR,SMBDL,R,1
SAAVR,SMBDL,Rp,1
AVKL,SMBDL,EJ,1
AVKR,SMBDL,EJ,1
RIBL,SMBDL,EJ,1
SAADL,SMBDL,EJ,1
URBR,SMBDL,Sp,1
ADEL,SMBDR,Sp,1
ADFR,SMBDR,Sp,1
AIZR,SMBDR,Sp,5
ALNL,SMBDR,Sp,2
AVAL,SMBDR,Rp,1
AVHL,SMBDR,Sp,1
CEPDL,SMBDR,Sp,1
CEPDR,SMBDR,Sp,1
DVA,SMBDR,Sp,2
RICR,SMBDR,Sp,1
RMED,SMBDR,Rp,4
SAAVL,SMBDR,R,3
ALNL,SMBDR,EJ,1
AVKL,SMBDR,EJ,1
AVKR,SMBDR,EJ,2
RIBR,SMBDR,EJ,1
URBL,SMBDR,Sp,1
ADFL,SMBVL,Sp,2
AIML,SMBVL,S,1
AIZL,SMBVL,Sp,7
AVHR,SMBVL,Sp,1
DVA,SMBVL,Sp,3
RMEV,SMBVL,R,1
RMEV,SMBVL,Rp,4
RMGL,SMBVL,S,1
RMGL,SMBVL,Sp,1
SAADL,SMBVL,R,3
SAAVR,SMBVL,EJ,2
ADFR,SMBVR,Sp,2
AIZR,SMBVR,Sp,3
AVHL,SMBVR,Sp,2
AWBR,SMBVR,Sp,1
DVA,SMBVR,Sp,2
RMEV,SMBVR,Rp,3
SAADR,SMBVR,R,4
AVKL,SMBVR,EJ,1
AVKR,SMBVR,EJ,1
SAAVL,SMBVR,EJ,3
AIBR,SMDDL,S,1
AIBR,SMDDL,Sp,2
AVKR,SMDDL,Sp,1
OLLL,SMDDL,S,2
OLLL,SMDDL,Sp,1
RIAL,SMDDL,Rp,1
RIAL,SMDDL,S,3
RIAL,SMDDL,Sp,5
RIAR,SMDDL,R,1
RIAR,SMDDL,Rp,1
RIAR,SMDDL,S,2
RIAR,SMDDL,Sp,5
RIBR,SMDDL,Sp,1
RICL,SMDDL,Sp,3
RICR,SMDDL,Sp,4
RIMR,SMDDL,Sp,2
RIVR,SMDDL,Sp,2
SAAVR,SMDDL,Sp,6
RIBL,SMDDL,EJ,1
RIBR,SMDDL,EJ,1
RIS,SMDDL,EJ,1
RMDDL,SMDDL,EJ,1
SMDVR,SMDDL,Rp,2
SMDVR,SMDDL,Sp,2
URYDL,SMDDL,Sp,1
URYDR,SMDDL,S,3
URYDR,SMDDL,Sp,1
AIBL,SMDDR,Sp,4
AIZR,SMDDR,Sp,1
ALNR,SMDDR,Sp,1
AVKL,SMDDR,Sp,1
AVKR,SMDDR,Sp,2
OLLL,SMDDR,S,3
OLLL,SMDDR,Sp,1
OLLR,SMDDR,S,1
RIAL,SMDDR,Rp,2
RIAL,SMDDR,S,3
RIAL,SMDDR,Sp,7
RIAR,SMDDR,R,1
RIAR,SMDDR,S,1
RIAR,SMDDR,Sp,6
RICL,SMDDR,Sp,3
RICR,SMDDR,Sp,3
RIML,SMDDR,S,1
RIML,SMDDR,Sp,4
RIMR,SMDDR,Sp,4
RIS,SMDDR,Sp,2
RIVL,SMDDR,Sp,1
RMEV,SMDDR,S,1
SAAVL,SMDDR,Sp,8
RIBR,SMDDR,EJ,1
RIS,SMDDR,EJ,1
RMDDR,SMDDR,EJ,1
SMDVL,SMDDR,Sp,4
URYDL,SMDDR,S,1
URYDL,SMDDR,Sp,1
ADAR,SMDVL,S,2
AIBR,SMDVL,Sp,1
ALNL,SMDVL,Sp,1
ALNR,SMDVL,S,1
OLLR,SMDVL,S,4
RIAL,SMDVL,Rp,3
RIAL,SMDVL,S,1
RIAL,SMDVL,Sp,5
RIAR,SMDVL,Rp,8
RIAR,SMDVL,S,2
RIAR,SMDVL,Sp,11
RICR,SMDVL,Sp,2
RIML,SMDVL,Sp,1
RIVL,SMDVL,Rp,1
RMDDR,SMDVL,Rp,1
SMDDR,SMDVL,Rp,4
RIBR,SMDVL,EJ,2
RIS,SMDVL,EJ,1
RIVL,SMDVL,EJ,1
RMDVL,SMDVL,EJ,1
SMDVR,SMDVL,EJ,1
URYVR,SMDVL,Sp,3
ADAL,SMDVR,S,2
OLLL,SMDVR,S,4
OLLR,SMDVR,S,3
RIAL,SMDVR,Rp,7
RIAL,SMDVR,S,1
RIAL,SMDVR,Sp,10
RIAR,SMDVR,Rp,5
RIAR,SMDVR,S,1
RIAR,SMDVR,Sp,6
RIBL,SMDVR,Sp,2
RICL,SMDVR,Sp,1
RICR,SMDVR,Sp,1
RIS,SMDVR,Sp,1
RIVR,SMDVR,Rp,1
RIVR,SMDVR,Sp,2
RMDDL,SMDVR,R,1
RMDDL,SMDVR,Rp,1
SMDDL,SMDVR,Rp,2
SMDDL,SMDVR,Sp,2
RIBL,SMDVR,EJ,2
RIVR,SMDVR,EJ,2
RMDVR,SMDVR,EJ,1
SMDVL,SMDVR,EJ,1
URYVL,SMDVR,S,1
URYVL,SMDVR,Sp,3
BDUL,URADL,Sp,1
CEPDL,URADL,Sp,2
IL1DL,URADL,Rp,2
IL2DL,URADL,S,1
IL2DL,URADL,Sp,2
RIPL,URADL,Rp,3
RMEL,URADL,Rp,1
BDUR,URADR,Sp,1
CEPDR,URADR,Sp,1
IL1DR,URADR,Rp,1
IL2DR,URADR,Sp,3
RIPR,URADR,Rp,3
RMDVR,URADR,Rp,1
RMED,URADR,Rp,1
RMER,URADR,Rp,1
URYDR,URADR,Rp,1
CEPVL,URAVL,Sp,2
IL2VL,URAVL,Sp,3
RIPL,URAVL,Rp,3
RMEL,URAVL,Rp,1
RMER,URAVL,Rp,1
RMEV,URAVL,Rp,2
CEPVR,URAVR,Sp,1
IL1R,URAVR,Rp,1
IL2VR,URAVR,Sp,4
RIPR,URAVR,Rp,3
RMDVL,URAVR,Rp,1
RMER,URAVR,Rp,2
RMEV,URAVR,Rp,2
ADEL,URBL,Sp,1
AVBL,URBL,R,1
CEPDL,URBL,R,1
CEPDL,URBL,Sp,4
IL1L,URBL,Rp,1
RICR,URBL,R,1
RMDDR,URBL,Rp,1
SIAVL,URBL,Rp,1
SMBDR,URBL,Rp,1
OLQDL,URBL,EJ,1
OLQVL,URBL,EJ,1
URXL,URBL,R,2
URXL,URBL,Rp,2
ADAR,URBR,Rp,1
AVBR,URBR,Rp,1
CEPDR,URBR,R,1
CEPDR,URBR,Sp,2
IL1R,URBR,Rp,3
IL2R,URBR,R,1
IL2R,URBR,S,1
RICR,URBR,R,1
RMDL,URBR,Rp,1
RMDR,URBR,Rp,1
SIAVR,URBR,Rp,2
SMBDL,URBR,Rp,1
OLQDR,URBR,EJ,1
OLQVR,URBR,EJ,1
RMFL,URBR,EJ,1
URXR,URBR,R,2
URXR,URBR,Rp,4
AQR,URXL,Sp,1
ASHL,URXL,Rp,1
AUAL,URXL,R,1
AUAL,URXL,Rp,4
AVBL,URXL,Rp,1
AVEL,URXL,R,3
AVEL,URXL,Rp,1
AVJR,URXL,Rp,1
IL2L,URXL,Sp,2
RIAL,URXL,R,1
RIAL,URXL,Rp,7
RICL,URXL,R,1
RIGL,URXL,R,2
RIGL,URXL,Rp,1
RIR,URXL,Sp,5
RMGL,URXL,R,2
RMGL,URXL,Sp,1
URBL,URXL,S,2
URBL,URXL,Sp,2
RMGL,URXL,EJ,1
ADFR,URXR,S,1
AUAR,URXR,R,1
AUAR,URXR,Rp,3
AUAR,URXR,S,1
AVBL,URXR,Rp,1
AVBR,URXR,Rp,2
AVER,URXR,R,2
IL1R,URXR,Sp,2
IL2VR,URXR,Sp,1
OLQVR,URXR,Rp,1
RIAR,URXR,Rp,3
RIGR,URXR,R,2
RIPR,URXR,Rp,3
RIR,URXR,S,1
RIR,URXR,Sp,1
RMDR,URXR,Rp,1
RMGR,URXR,R,1
RMGR,URXR,Sp,1
SIAVR,URXR,Rp,1
URBR,URXR,S,2
URBR,URXR,Sp,4
IL2R,URXR,EJ,1
RMGR,URXR,EJ,1
AVER,URYDL,Rp,2
CEPDL,URYDL,Sp,2
IL1DL,URYDL,Sp,1
OLLL,URYDL,Sp,1
RIBL,URYDL,Rp,1
RMDDR,URYDL,R,1
RMDDR,URYDL,Rp,3
RMDDR,URYDL,Sp,1
RMDVL,URYDL,R,2
RMDVL,URYDL,Rp,4
SMDDL,URYDL,Rp,1
SMDDR,URYDL,R,1
SMDDR,URYDL,Rp,1
AVAL,URYDL,EJ,1
RIGL,URYDL,EJ,1
AVEL,URYDR,Rp,2
AVER,URYDR,Rp,2
CEPDR,URYDR,Sp,1
RIBR,URYDR,Rp,1
RMDDL,URYDR,Rp,3
RMDVR,URYDR,R,1
RMDVR,URYDR,Rp,4
SMDDL,URYDR,R,3
SMDDL,URYDR,Rp,1
URADR,URYDR,Sp,1
AVAR,URYDR,EJ,1
RIGR,URYDR,EJ,1
AVBR,URYVL,Rp,1
AVER,URYVL,Rp,5
IL1VL,URYVL,Rp,1
IL1VL,URYVL,Sp,1
RIAL,URYVL,Rp,1
RIBL,URYVL,Rp,2
RIH,URYVL,Rp,1
RIS,URYVL,Rp,1
RMDDL,URYVL,Rp,4
RMDVR,URYVL,Rp,2
SIBVR,URYVL,Rp,1
SMDVR,URYVL,R,1
SMDVR,URYVL,Rp,3
AVAR,URYVL,EJ,1
RIGL,URYVL,EJ,1
AVAL,URYVR,Rp,1
AVEL,URYVR,Rp,6
IL1VR,URYVR,Rp,1
RIAR,URYVR,Rp,1
RIBR,URYVR,Rp,1
RIH,URYVR,Sp,1
RIS,URYVR,Sp,1
RMDDR,URYVR,Rp,6
RMDVL,URYVR,R,1
RMDVL,URYVR,Rp,3
SIBDR,URYVR,Rp,1
SIBVL,URYVR,Rp,1
SMDVL,URYVR,Rp,3
AVAL,URYVR,EJ,1
RIGR,URYVR,EJ,1
AVEL,VA01,Sp,5
AVER,VA01,Sp,1
AVM,VA01,Sp,2
AVAL,VA01,EJ,3
AVAL,VA02,R,1
AVAL,VA02,S,1
AVAR,VA02,S,2
AVBL,VA02,S,1
AVDR,VA02,S,1
AVER,VA02,Sp,1
DVA,VA02,Sp,1
SABD,VA02,S,1
AVAL,VA02,EJ,4
SABD,VA02,EJ,3
AVAL,VA03,S,2
AVAR,VA03,S,5
AVDR,VA03,S,2
AVEL,VA03,S,1
AVEL,VA03,Sp,2
AVER,VA03,S,2
AVAL,VA03,EJ,1
AVAR,VA03,EJ,2
SABD,VA03,EJ,2
AVAL,VA04,S,2
AVAR,VA04,S,2
AVBR,VA04,S,1
AVDL,VA04,R,1
AVER,VA04,Sp,1
AVAL,VA04,EJ,1
AVAR,VA04,EJ,3
SABD,VA04,EJ,1
AVAL,VA05,S,3
AVAR,VA05,S,1
AVDL,VA05,S,1
AVDL,VA05,Sp,1
AVER,VA05,S,1
AVAL,VA05,EJ,5
AVAR,VA05,EJ,3
AVAL,VA06,S,4
AVAR,VA06,S,3
AVDR,VA06,Sp,1
HSNR,VA06,Sp,1
AVAL,VA06,EJ,6
AVAR,VA06,EJ,2
AVBL,VA07,S,1
AVAL,VA07,EJ,2
AVAR,VA07,EJ,4
AVAL,VA08,S,9
AVAR,VA08,S,11
AVAR,VA08,Sp,1
AVAL,VA08,EJ,10
AVAR,VA08,EJ,4
AVBR,VA08,EJ,1
AVAL,VA09,S,7
AVAR,VA09,S,4
AVAR,VA09,Sp,2
AVBR,VA09,S,1
AVAL,VA09,EJ,1
AVBR,VA09,EJ,1
DVB,VA09,EJ,1
DVC,VA09,EJ,1
AVAL,VA10,Sp,5
AVAR,VA10,Sp,4
AVBL,VA10,S,1
AVAL,VA10,EJ,1
AVAR,VA10,EJ,1
AVAL,VA11,Sp,6
AVAR,VA11,Sp,8
AVDR,VA11,Sp,1
AVG,VA11,S,1
AVAL,VA11,EJ,1
AVAR,VA11,EJ,7
AVAL,VA12,Sp,2
DVA,VA12,Sp,1
LUAL,VA12,Rp,2
AVAR,VA12,EJ,1
AIBR,VB01,Rp,1
AIBR,VB01,Sp,3
AVFL,VB01,S,1
AVFL,VB01,Sp,0
DVA,VB01,Rp,1
DVA,VB01,Sp,1
FLPR,VB01,S,1
FLPR,VB01,Sp,0
RIML,VB01,Rp,2
RMFL,VB01,Rp,2
SAADL,VB01,R,7
SAADL,VB01,Rp,2
SAADR,VB01,R,2
SAADR,VB01,Rp,2
SABD,VB01,R,1
AVBL,VB01,EJ,1
AVKL,VB01,EJ,4
SMDVR,VB01,EJ,1
AIZL,VB02,Sp,1
AVBL,VB02,S,1
AVBL,VB02,EJ,3
AVBR,VB02,EJ,1
RIGL,VB02,EJ,1
AVBR,VB03,EJ,1
AVBL,VB04,EJ,1
AVBR,VB04,EJ,1
AVBL,VB05,EJ,1
AVBL,VB06,EJ,1
AVBR,VB06,EJ,2
AVBL,VB07,EJ,2
AVBR,VB07,EJ,2
AVBL,VB08,EJ,7
AVBR,VB08,EJ,3
AVAL,VB09,EJ,5
AVAR,VB09,EJ,4
AVBL,VB09,EJ,1
AVBR,VB09,EJ,6
DVB,VB09,EJ,1
AVBL,VB10,EJ,2
AVBR,VB10,EJ,1
AVKL,VB10,EJ,1
DVA,VB11,Sp,2
AVBL,VB11,EJ,2
AVBR,VB11,EJ,1
AVL,VC01,Rp,2
DVC,VC01,R,1
DVC,VC02,R,1
HSNR,VC02,S,1
HSNR,VC02,Sp,2
AVBL,VC03,S,1
AVL,VC03,Rp,1
DVC,VC03,R,1
HSNR,VC03,R,1
HSNR,VC03,S,1
AVBL,VC04,Rp,1
AVHR,VC04,R,1
AVFR,VC04,EJ,1
AVFL,VC05,R,1
AVFR,VC05,R,1
DVC,VC05,R,2
HSNL,VC05,R,1
HSNL,VC05,S,3
OLLR,VC05,R,1
URBL,VC05,R,3
AVHL,VD01,Sp,1
DVC,VD01,EJ,5
RIFL,VD01,EJ,1
RIGL,VD01,EJ,2
SMDDR,VD01,EJ,1
AVEL,VD02,Sp,1
AVBR,VD03,S,1
AVEL,VD03,Sp,1
HSNR,VD04,S,2
AVAR,VD05,R,1
RID,VD05,S,1
RID,VD05,Sp,1
AVAL,VD06,R,1
AVBR,VD10,EJ,1
DVC,VD10,EJ,4
AVAR,VD11,R,2
AVFR,VD11,S,1
AVL,VD12,Sp,4
AVAR,VD13,Rp,2
AVAR,VD13,Sp,2
RID,VD13,S,1
AVFL,NMJ,NMJ,2
AVFR,NMJ,NMJ,4
AVKR,NMJ,NMJ,1
AVKR,NMJ,NMJ,1
AVL,NMJ,NMJ,10
DVB,NMJ,NMJ,1
DVB,NMJ,NMJ,4
HSNL,NMJ,NMJ,7
